i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune
217 2.693554162979126 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
218 2.7063450813293457 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
219 2.7188594341278076 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
220 2.7330222129821777 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
221 2.7466354370117188 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
222 2.758518934249878 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
223 2.770756721496582 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
224 2.7841475009918213 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
225 2.7984986305236816 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
226 2.8107073307037354 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
227 2.8228721618652344 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
228 2.8343043327331543 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
229 2.8460171222686768 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
230 2.8577122688293457 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
231 2.8691914081573486 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
232 2.8806557655334473 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
233 2.8928380012512207 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
234 2.9044525623321533 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
235 2.915836811065674 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
236 2.9274508953094482 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
237 2.938880443572998 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
238 2.9503767490386963 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
239 2.9617505073547363 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
240 2.973167896270752 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
241 2.9845409393310547 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
242 2.9965643882751465 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
243 3.0083932876586914 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
244 3.0198676586151123 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
245 3.03129243850708 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
246 3.0426888465881348 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
247 3.054208278656006 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
248 3.0656485557556152 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
249 3.0771360397338867 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
250 3.0886855125427246 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
251 3.100855588912964 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
252 3.112260341644287 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
253 3.1237168312072754 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
254 3.1352312564849854 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
255 3.1477885246276855 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
256 3.160554885864258 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
257 3.1724414825439453 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
258 3.1839189529418945 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
259 3.195937156677246 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
260 3.2079122066497803 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
261 3.219412088394165 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
262 3.231238842010498 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
263 3.242587089538574 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
264 3.254220485687256 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
265 3.2656149864196777 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
266 3.2771356105804443 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
267 3.2887027263641357 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
268 3.3001708984375 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
269 3.3117334842681885 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
270 3.323237895965576 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
271 3.334571361541748 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
272 3.3459360599517822 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
273 3.361933708190918 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
274 3.3740665912628174 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
275 3.3859691619873047 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
276 3.3982577323913574 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
277 3.4099948406219482 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
278 3.421689987182617 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
279 3.433107376098633 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
280 3.4449174404144287 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
281 3.4565353393554688 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
282 3.4682157039642334 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
283 3.479825496673584 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
284 3.4912140369415283 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
285 3.5026051998138428 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
286 3.514108896255493 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
287 3.5256354808807373 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
288 3.537041664123535 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
289 3.5484235286712646 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
290 3.5597774982452393 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
291 3.571171760559082 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
292 3.5825235843658447 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
293 3.594233274459839 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
294 3.6056292057037354 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
295 3.6174159049987793 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
296 3.6287577152252197 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
297 3.640106201171875 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
298 3.651477098464966 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
299 3.6630167961120605 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
300 3.674346685409546 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
301 3.685654878616333 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
302 3.697061538696289 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
303 3.708569288253784 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
304 3.7198657989501953 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
305 3.731205463409424 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
306 3.7425410747528076 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
307 3.7538838386535645 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
308 3.7651796340942383 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
309 3.7765090465545654 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
310 3.7878639698028564 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
311 3.799592971801758 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
312 3.8109054565429688 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
313 3.8222148418426514 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
314 3.8335671424865723 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
315 3.845156192779541 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
