i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune steer_active
5454 63.7213716506958 0.4387914470702297 -0.08404472076385663 0.0 0.3978907775898737 -0.3186526549564699 -0.0792381226334038 0.6042481062116635 -2.7905275731484234 -200.68726147652345 31.187319570480458 -15.787905581009065 -18.266117285872085 -5.221290789316764 4.0610039472463715 1.160286842070392 -0.6042481062116635 2.7905275731484234 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5455 63.73268699645996 0.41825081331424513 -0.051041200465018914 0.0 0.36556141168713296 -0.3174393063955105 -0.04812210529162245 0.39550786686170053 -2.65869168867566 -200.68726147652345 31.132622198386706 -15.747233176118838 -18.25489731210926 -5.288006067521272 4.112893608072101 1.1751124594491715 -0.39550786686170053 2.65869168867566 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5456 63.744266748428345 0.3911669425293065 0.0017586066299533289 0.0 0.3185574560314779 -0.32021548626278407 0.00165803023130616 0.054931689678121766 -2.482910473804741 -200.68726147652345 31.05267988532661 -15.68412082370297 -18.236664854744678 -5.530160220831387 4.087509728440591 1.2022087436589974 -0.054931689678121766 2.482910473804741 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5457 63.75553631782532 0.3723532921874344 0.03951399768200571 0.0 0.2853981128263988 -0.3226522671100465 0.03725415428364767 -0.18676757415088477 -2.3620608418902376 -200.69824442070882 30.995177519792158 -15.63924092865169 -18.225444880981858 -5.365555997098098 4.1732102199651875 0.8942593328496831 0.18676757415088477 2.3620608418902376 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5458 63.76681876182556 0.3554362138421031 0.07513792828931858 0.0 0.2547920942615161 -0.32563281241843034 0.07084071815691424 -0.41748047869992577 -2.252197462533994 -200.72021713926875 30.944687637859463 -15.598568523761463 -18.217029900659742 -5.001395962218307 4.2117018629206795 0.5264627328650849 0.41748047869992577 2.252197462533994 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5459 63.77815532684326 0.33868327951254834 0.10702677231900362 0.0 0.22608083542253427 -0.32698664405623573 0.1009058086337015 -0.6262206646890358 -2.1423342966211623 -200.7421898578287 30.895600252647125 -15.555091125430534 -18.212822410498685 -4.957662825432398 4.174873958258861 0.5218592447823577 0.6262206646890358 2.1423342966211623 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5460 63.78973579406738 0.31874066696550846 0.1304974120002 0.0 0.19873359481153646 -0.3217677347483847 0.12303413993684821 -0.7800292677217298 -2.0104981987049877 -200.76416257638863 30.822670423188786 -15.48777128285361 -18.21001741705798 -4.169665339761353 4.169665339761353 0.0 0.7800292677217298 2.0104981987049877 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5461 63.80098915100098 0.29391807754658805 0.14536825635949832 0.0 0.17145585216226217 -0.3085103586170165 0.13705450645475428 -0.8789062877980078 -1.8457034498357396 -200.7421898578287 30.78340051501892 -15.447098877963384 -18.211419913778332 -3.7834524516670727 4.365522059615853 -0.2910348039743902 0.8789062877980078 1.8457034498357396 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5462 63.81226825714111 0.2923469088584798 0.1530530501967256 0.0 0.1665503517441451 -0.3108501513113313 0.14429979956718628 -0.9338378707544238 -1.8347170905557741 -200.73120691364332 30.745533103569397 -15.403621479632456 -18.21562740393939 -3.540913243053027 4.131065450228531 -0.5901522071755044 0.9338378707544238 1.8347170905557741 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5463 63.82420110702515 0.2940778011905534 0.15711408480538755 0.0 0.16604922934162508 -0.31417780905603554 0.14812857971441046 -0.9667969485943203 -1.8457034498357396 -200.69824442070882 30.697848215077407 -15.343314120657292 -18.22684737770221 -2.9789649965008205 4.170550995101149 -1.1915859986003283 0.9667969485943203 1.8457034498357396 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5464 63.83569931983948 0.29681501100975954 0.15112632496535608 0.0 0.1711068088582906 -0.3135900744566974 0.1424832655984068 -0.9338378707544238 -1.8566895956722937 -200.6652887579635 30.669798280670356 -15.304044212487419 -18.23806735146503 -2.9789649965008205 4.170550995101149 -1.1915859986003283 0.9338378707544238 1.8566895956722937 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5465 63.84718036651611 0.31262634223195146 0.12876061444953957 0.0 0.19456000378898552 -0.3159566752916735 0.12139667150268797 -0.7910156270016953 -1.9555666157485716 -200.63232626502904 30.630528372500482 -15.246541846952965 -18.256299808829617 -2.6816380886282722 4.17143702675509 -1.489798938126818 0.7910156270016953 1.9555666157485716 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5466 63.858628273010254 0.3347409851753412 0.10440269019632002 0.0 0.22409896975075386 -0.3225307700333354 0.09843180028258156 -0.6372070239690013 -2.0983888595013003 -200.59937060228373 30.605283431534136 -15.20586944206274 -18.270324776033142 -2.389261874535922 4.181208280437864 -1.4932886715849514 0.6372070239690013 2.0983888595013003 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5467 63.87062048912048 0.36085333994741026 0.07770561571279659 0.0 0.25800473974554794 -0.33126629682127373 0.07326155707572587 -0.47241206165634175 -2.2631838218139597 -200.5773978837238 30.581440987288143 -15.166599533892866 -18.284349743236668 -2.385198504000997 4.174097382001745 -1.7888988780007478 0.47241206165634175 2.2631838218139597 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5468 63.88250946998596 0.38863232287990396 0.0449546941698818 0.0 0.29612511680698106 -0.33850880893190216 0.042383692124921026 -0.26367187566723177 -2.438965143406585 -200.54443539078932 30.546378569279327 -15.10769467163806 -18.306789690762308 -2.6862035503667325 4.178538856126028 -1.790802366911155 0.26367187566723177 2.438965143406585 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5469 63.89408349990845 0.40443313790794333 0.02256902804066715 0.0 0.3195791324674771 -0.3408574161639373 0.021278283696460107 -0.12084963191450326 -2.537842056761157 -200.511479728044 30.521133628312985 -15.067022266747832 -18.322217154686186 -2.633521903436945 4.096589627568581 -1.463067724131636 0.12084963191450326 2.537842056761157 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5470 63.90537095069885 0.41994432082485306 -0.004491598154925443 0.0 0.345000461809317 -0.3407657424577 -0.004234719351617021 0.054931689678121766 -2.636718970115729 -200.48950700948407 30.49308369390593 -15.024947365137255 -18.33624212188971 -2.8202226429772494 4.230333964465874 -1.4101113214886247 -0.054931689678121766 2.636718970115729 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5471 63.91675853729248 0.43318735681734166 -0.04804039594680548 0.0 0.37634245557239354 -0.33104953591256303 -0.04529291965983051 0.34057623054443165 -2.724609630912042 -200.45654451654957 30.448203798854646 -14.959030019280684 -18.35587707597465 -3.283836509978384 4.179428285427035 -0.8955917754486502 -0.34057623054443165 2.724609630912042 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5472 63.92800855636597 0.4447717502956173 -0.06993562964985306 0.0 0.3961225853909198 -0.3301866414283037 -0.0659359439626161 0.48339847429716015 -2.8015139324283886 -200.43457179798966 30.417348871006894 -14.91835761439046 -18.364292056296765 -3.3977743877345548 4.181876169519452 -0.7841017817848972 -0.48339847429716015 2.8015139324283886 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5473 63.939369916915894 0.45628203822413116 -0.09310140749777056 0.0 0.4164411485351941 -0.32866429976227995 -0.08777684877291417 0.6372070773298542 -2.878418233944736 -200.41259907942973 30.382286452998077 -14.87488021605953 -18.371304539898524 -3.6652891702326316 4.450708278139624 -0.5236127386046616 -0.6372070773298542 2.878418233944736 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5474 63.950732946395874 0.46443435943599 -0.11295425577206424 0.0 0.43245621335838186 -0.3259619197313068 -0.10649429362707513 0.7690430151634701 -2.9333499236228575 -200.36865364230985 30.344419041548555 -14.830000321008246 -18.375512030059586 -4.043148083092075 4.280980323273962 0.0 -0.7690430151634701 2.9333499236228575 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5475 63.96220064163208 0.4726467973800771 -0.11620448521927758 0.0 0.4406938137158346 -0.3311351743787105 -0.10955863933712413 0.7910156803625482 -2.9882815065792734 -200.3137252610046 30.281306689132688 -14.764082975151675 -18.374109533339233 -4.333151556187187 4.333151556187187 0.28887677041247917 -0.7910156803625482 2.9882815065792734 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5476 63.973480463027954 0.47408222139471 -0.09461542391144402 0.0 0.4316886514158165 -0.34248437427898726 -0.08920427713682917 0.6481933832489668 -2.999267865859239 -200.2587900495102 30.236426794081407 -14.720605576820743 -18.371304539898524 -4.685727192658463 4.3928692431173095 0.5857158990823079 -0.6481933832489668 2.999267865859239 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5477 63.98490262031555 0.4624235939557592 -0.05875643064376792 0.0 0.40526533043620533 -0.34986923637417155 -0.05539609406203381 0.41748047869992577 -2.9223635643428922 -200.19287189383041 30.188741905589417 -14.677128178489816 -18.365694553017118 -4.975468331801746 4.390119116295659 0.2926746077530439 -0.41748047869992577 2.9223635643428922 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5478 63.99627494812012 0.44214163350543395 -0.01171308766458879 0.0 0.3665287345204953 -0.35548552956547763 -0.011043204955017646 0.12084963191450326 -2.7905275731484234 -200.1599162310851 30.11861706957179 -14.616820819514652 -18.357279572695 -5.073940039581606 4.4770059172778875 0.8954011834555775 -0.12084963191450326 2.7905275731484234 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5479 64.00752282142639 0.42115317719766043 0.043626456191385526 0.0 0.3233044205540274 -0.3644358379034494 0.04113141734942206 -0.23071290454904103 -2.65869168867566 -200.1269537381506 30.070932181079804 -14.576148414624429 -18.35026708909324 -5.075020060875684 4.4779588772432515 0.5970611836324334 0.23071290454904103 2.65869168867566 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5480 64.01886749267578 0.3769334153828903 0.11365240014219839 0.0 0.2541885896717566 -0.3613411001233238 0.10715251045156722 -0.6811522476454518 -2.3730472011702033 -200.1049810195907 30.00080734506217 -14.514438558928916 -18.341852108771125 -5.075020060875684 4.4779588772432515 0.2985305918162167 0.6811522476454518 2.3730472011702033 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5481 64.03017139434814 0.3430627675384665 0.15320665290333796 0.0 0.20788726794486517 -0.35233188553265704 0.1444446175877919 -0.9338378707544238 -2.1533206559011275 -200.0720253568454 29.954524953290534 -14.47376615403869 -18.339047115330416 -4.754226170686733 4.457087035018812 0.29713913566792083 0.9338378707544238 2.1533206559011275 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5482 64.0414068698883 0.31917397510939716 0.1955362428141611 0.0 0.16842779055684545 -0.3527811282390222 0.18435333768217682 -1.2084959989799153 -1.9995120528684338 -200.0280799197255 29.911047554959605 -14.431691252428111 -18.337644618610067 -4.501915430192337 4.501915430192337 -0.30012769534615585 1.2084959989799153 1.9995120528684338 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5483 64.05295419692993 0.297220644206582 0.27110530948047706 0.0 0.11487937127626166 -0.3704799082753589 0.25560053699909724 -1.7028808859178939 -1.8566895956722937 -199.98413448260564 29.84793520254374 -14.36577390657154 -18.343254605491474 -4.091467823491604 4.675963226847548 -0.8767431050339152 1.7028808859178939 1.8566895956722937 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5484 64.06439280509949 0.2902997571039645 0.3075263745793423 0.0 0.09205943588035816 -0.3819980823587144 0.28993864647835627 -1.9445801497469004 -1.8127443719958432 -199.9951242569802 29.80866529437387 -14.318089018079553 -18.351669585813593 -3.8008041201967107 4.6779127633190285 -0.8771086431223178 1.9445801497469004 1.8127443719958432 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5485 64.07566452026367 0.2919007862581939 0.3173011776253881 0.0 0.08875878436500413 -0.3879132035348563 0.2991544191698522 -2.010498091983282 -1.8237307312758086 -200.00610720116558 29.773602876365054 -14.274611619748622 -18.361487062856057 -3.2880357894029086 4.483685167367603 -1.4945617224558676 2.010498091983282 1.8237307312758086 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5486 64.08711886405945 0.2961828003525055 0.33029823332675123 0.0 0.08612816341789847 -0.39753632421694146 0.31140816079904304 -2.0983887527795946 -1.8457034498357396 -200.00610720116558 29.73012547803412 -14.210096770612404 -18.3839270103817 -2.6867753263459506 4.7764894690594675 -2.0897141427135173 2.0983887527795946 1.8457034498357396 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5487 64.09840655326843 0.2820142506890673 0.3203786440481853 0.0 0.07923573029130274 -0.38129161262973327 0.30205588233843056 -2.0434571698231783 -1.7468264297594618 -200.00610720116558 29.70628303378813 -14.165216875561121 -18.40496446118699 -2.3836783010029086 4.767356602005817 -2.3836783010029086 2.0434571698231783 1.7468264297594618 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5488 64.1097183227539 0.24124738593566483 0.2860838706264774 0.0 0.06211643583550382 -0.33183889571293995 0.26972245987743615 -1.8237304111106913 -1.4721683015339702 -200.00610720116558 29.67542810594037 -14.097897032984196 -18.441429375916158 -2.087492460656624 5.069624547308945 -2.683918877987088 1.8237304111106913 1.4721683015339702 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5489 64.12121224403381 0.24377821850616826 0.24934573941655896 0.0 0.08150137311399003 -0.3165867907158869 0.23508541760189686 -1.5930175065616503 -1.483154447370524 -199.9951242569802 29.65719564857579 -14.051614641212561 -18.4666743168825 -1.7969208460635315 5.091275730513339 -2.9948680767725526 1.5930175065616503 1.483154447370524 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5490 64.13248872756958 0.25922665749242824 0.2116253445240629 0.0 0.11189653540528749 -0.31141882365049317 0.19952228824520568 -1.3623046020126093 -1.5820314674468021 -199.9951242569802 29.640365687931553 -14.003929752720573 -18.494724251289554 -1.3825874609154043 4.977314859295456 -3.0416924140138892 1.3623046020126093 1.5820314674468021 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5491 64.14434313774109 0.28109414183569126 0.18319168360941132 0.0 0.14315501790285828 -0.315869793552452 0.17271477564959364 -1.186523493863396 -1.7248537111995306 -199.9401890454858 29.617925740405916 -13.929597426541886 -18.54100664306119 -1.4615430599756005 4.384629179926801 -2.923086119951201 1.186523493863396 1.7248537111995306 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5492 64.15595841407776 0.2848076124494277 0.17524095823505567 0.0 0.14993506184738892 -0.31515382172690415 0.1652187598795152 -1.1425780567435337 -1.7468264297594618 -199.91821632692586 29.603900773202387 -13.886120028210955 -18.56765408074789 -1.4980738307547388 4.793836258415164 -2.69653289535853 1.1425780567435337 1.7468264297594618 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5493 64.16729545593262 0.30899388575994313 0.1363383159662324 0.0 0.18802195274704792 -0.31656294975408394 0.12854099700703608 -0.8898926470779733 -1.9006350327921557 -199.87427088980598 29.582863322397102 -13.821605179074737 -18.605521492197408 -1.4948803244005395 4.484640973201619 -2.6907845839209714 0.8898926470779733 1.9006350327921557 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5494 64.17860841751099 0.31964445867995656 0.11651571126788964 0.0 0.20606257458981259 -0.315914640659544 0.10985206606973143 -0.7580565491617988 -1.966552975028537 -199.81934250850077 29.56743585847322 -13.77953027746416 -18.6293639364434 -1.4923353057592958 4.178538856126028 -2.6862035503667325 0.7580565491617988 1.966552975028537 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5495 64.19032835960388 0.32148259645705035 0.09360666384571055 0.0 0.2183628363219151 -0.30661604534798387 0.08825320902606873 -0.6042479461291047 -1.9775393343085028 -199.73145163426102 29.543593414227228 -13.717820421768645 -18.663023857731865 -2.086161717481535 4.17232343496307 -2.086161717481535 0.6042479461291047 1.9775393343085028 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5496 64.2034215927124 0.33648512290092875 0.08235937728679094 0.0 0.23591436959912648 -0.31356353516418145 0.07764916556505491 -0.5273437513344635 -2.0764163543847807 -199.68750619714118 29.523958460142293 -13.67714801687842 -18.6826588118168 -2.094618528369555 4.18923705673911 -1.795387310031047 0.5273437513344635 2.0764163543847807 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5497 64.21788620948792 0.38630922275586704 0.07101907912000124 0.0 0.2819414446014281 -0.3488988745205972 0.06695742991916909 -0.4504394498181165 -2.406006172288394 -199.59961532290146 29.49170103557418 -13.615438161182906 -18.7093062495035 -2.3389563816595142 4.09317366790415 -1.7542172862446357 0.4504394498181165 2.406006172288394 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5498 64.23389458656311 0.4096837288625158 0.07348983022149759 0.0 0.2998619256793863 -0.369148802076545 0.06928687639715869 -0.46142580909808206 -2.5598146685993823 -199.5117244486617 29.455236120845015 -13.555130802207746 -18.733148693749495 -2.323168329224095 3.949386159680962 -1.3939009975344572 0.46142580909808206 2.5598146685993823 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5499 64.24658298492432 0.3818506418006753 0.07080431781262679 0.0 0.2784022679469119 -0.3451572189637063 0.06675495101679448 -0.439453090538151 -2.3730472011702033 -199.423833574422 29.415966212675144 -13.493420946512233 -18.754186144554783 -2.6412367614926295 4.108590517877424 -1.1738830051078355 0.439453090538151 2.3730472011702033 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5500 64.26065826416016 0.35068337910986247 0.07823463394605225 0.0 0.24945161990678366 -0.3232119401559847 0.07376032024920107 -0.4833984209363073 -2.164306801737682 -199.34692564436764 29.37389131106456 -13.430308594096365 -18.772418601919366 -3.162337588168177 4.216450117557569 -1.0541125293893923 0.4833984209363073 2.164306801737682 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5501 64.27556729316711 0.3499529525725444 0.10382286645318761 0.0 0.23679282065352894 -0.3346779578685613 0.09788513721503236 -0.6481933832489668 -2.164306801737682 -199.3029802072478 29.326206422572575 -13.364391248239794 -18.787846065843247 -3.1068784648755834 4.401411158573743 -1.2945326936981596 0.6481933832489668 2.164306801737682 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5502 64.2898678779602 0.34601631406386546 0.11623006518741806 0.0 0.22772975919717514 -0.33731251555954556 0.10958275636237036 -0.7250976847653138 -2.1423342966211623 -199.2700245445025 29.292546501284114 -13.31810885646816 -18.799066039606064 -3.216735597138959 4.386457632462217 -1.1697220353232578 0.7250976847653138 2.1423342966211623 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5503 64.3062219619751 0.2847155121665981 0.1302790219889632 0.0 0.1710551222912822 -0.2938833621509451 0.12282823985966296 -0.8129883455616264 -1.7468264297594618 -199.18213367026274 29.232239142308956 -13.232556556526651 -18.818700993691 -2.9255250737434007 4.095735103240761 -1.1702100294973603 0.8129883455616264 1.7468264297594618 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5504 64.3182156085968 0.26231580451197795 0.13415163462037766 0.0 0.150940270475783 -0.2774196445388884 0.1264793740631054 -0.8349608506781457 -1.6040041860067331 -199.16016095170284 29.204189207901905 -13.193286648356779 -18.82851847073347 -2.6462202270803514 4.233952363328562 -1.0584880908321406 0.8349608506781457 1.6040041860067331 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5505 64.3339352607727 0.19737884668293165 0.1543484237295692 0.0 0.08839860874098283 -0.23391969818716013 0.1455210894461773 -0.9667969485943203 -1.1755372413051361 -199.0722700774631 29.162114306291326 -13.130174295940913 -18.84394593465735 -2.6298457160183504 3.9447685740275253 -1.05193828640734 0.9667969485943203 1.1755372413051361 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5506 64.34632658958435 0.17031051547216347 0.17441932273935978 0.0 0.05683589632641585 -0.22128001083170423 0.16444411450528837 -1.0986328330670834 -0.9997561331559226 -199.05029735890318 29.124246894841807 -13.071269433686105 -18.86077589530158 -2.336034512350758 3.7960560825699816 -1.168017256175379 1.0986328330670834 0.9997561331559226 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5507 64.3623697757721 0.14843359606608594 0.1980772345340866 0.0 0.02782101985761245 -0.2145700275079202 0.18674900765030777 -1.2524414360997773 -0.8569338894031941 -199.02832464034324 29.093391966994048 -13.019377055033058 -18.880410849386514 -1.5629606838996133 3.1259213677992266 -1.302467236583011 1.2524414360997773 0.8569338894031941 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5508 64.37703037261963 0.12697451518790193 0.2116689388205705 0.0 0.0038925628448203 -0.20345595218693474 0.19956338934211448 -1.34033209689609 -0.7141116456504656 -199.0063519217833 29.069549522748055 -12.97169216654107 -18.904253293632507 -1.4929707476608327 2.9859414953216654 -1.4929707476608327 1.34033209689609 0.7141116456504656 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5509 64.39247274398804 0.1272231877025542 0.21195783737851995 0.0 0.0039594150165371995 -0.2037951805311864 0.1998357655146492 -1.34033209689609 -0.7141116456504656 -198.99536214740874 29.052719562103825 -12.92821476821014 -18.928095737878504 -0.8934997156631469 2.680499146989441 -1.7869994313262938 1.34033209689609 0.7141116456504656 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5510 64.40736746788025 0.14069469317424255 0.21848877359141755 0.0 0.0118801403183621 -0.21787333154452687 0.2059931912261648 -1.3842773205725403 -0.8020020930033666 -198.98437920322337 29.044304581781706 -12.90156733052344 -18.946328195243087 -0.5260677870789896 2.630338935394948 -1.8412372547764635 1.3842773205725403 0.8020020930033666 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5511 64.42187309265137 0.17326661554703082 0.22819197962339688 0.0 0.033900868380345166 -0.24904232998579368 0.2151414616054485 -1.4501952628089219 -1.010742492435888 -198.97338942884883 29.03588960145959 -12.862297422353569 -18.974378129650137 -0.29279681009448566 2.3423744807558853 -2.0495776706613995 1.4501952628089219 1.010742492435888 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5512 64.4354133605957 0.2061317651678338 0.22459697426100836 0.0 0.062429852457506874 -0.27418191050275953 0.2117520580452526 -1.4282227576924025 -1.2194826784249981 -198.97338942884883 29.03308460801889 -12.828637501065106 -19.002428064057188 -0.2982766312957436 2.386213050365949 -2.087936419070205 1.4282227576924025 1.2194826784249981 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5513 64.45006489753723 0.27579207830876423 0.20263581875808617 0.0 0.12965984794930366 -0.3207067300228116 0.1910468820735079 -1.2854003004962624 -1.6699221282431147 -198.97338942884883 29.031682111298533 -12.792172586335939 -19.033282991904947 0.0 2.644003033760636 -2.0564468040360504 1.2854003004962624 1.6699221282431147 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5514 64.4657301902771 0.31689579421401654 0.18397555504168475 0.0 0.17201742412443127 -0.3454712408478102 0.17345381672337892 -1.1645507753034647 -1.9335938971886406 -198.97338942884883 29.03027961457818 -12.754305174886419 -19.065540416473056 0.0 2.621489196920722 -2.0971913575365777 1.1645507753034647 1.9335938971886406 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5515 64.4787290096283 0.34761845515813566 0.1733381370940382 0.0 0.2021168986523705 -0.36554166155562096 0.16342476290325042 -1.0986328330670834 -2.1313479373411965 -198.96240648466343 29.027474621137475 -12.713632769996194 -19.09920033776152 -0.7691938137217109 3.0767752548868437 -2.051183503257896 1.0986328330670834 2.1313479373411965 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5516 64.4923255443573 0.35659067059514454 0.1728588501849918 0.0 0.20966861989571567 -0.37264150676760527 0.1629728868718896 -1.0986328330670834 -2.186279520297613 -198.96240648466343 29.02326713097642 -12.696802809351963 -19.11042031152434 -0.7958180747224813 2.9179996073157644 -2.3874542241674437 1.0986328330670834 2.186279520297613 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5517 64.50975251197815 0.37030611286327403 0.18576349940435474 0.0 0.21478392163232488 -0.3899234284666747 0.17513950683434987 -1.186523493863396 -2.2741701810939254 -198.94043376610352 28.995217196569367 -12.612653006130808 -19.16511768361809 -1.4729014076376667 3.8295436598579338 -1.7674816891652 1.186523493863396 2.2741701810939254 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5518 64.53089046478271 0.35303435896838703 0.19444481152265136 0.0 0.19658918385156154 -0.3799135102438374 0.18332432639227586 -1.2414550768198118 -2.164306801737682 -198.88549855460911 28.958752281840198 -12.535515686511415 -19.201582598347258 -2.03935958505777 4.07871917011554 -1.7480225014780884 1.2414550768198118 2.164306801737682 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5519 64.55028939247131 0.3227373295032991 0.18815631398548271 0.0 0.17481618904905522 -0.3522116631053219 0.1773954740562667 -1.1975098531433614 -1.966552975028537 -198.79761451055856 28.913872386788917 -12.449963386569907 -19.23524251963572 -2.0508621354644045 4.394704575995153 -1.757881830398061 1.1975098531433614 1.966552975028537 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
5520 64.56915664672852 0.30149351108203487 0.1918178161516408 0.0 0.15574463526823046 -0.3365922066725234 0.1808475714042929 -1.2194823582598808 -1.8347170905557741 -198.74267929906412 28.880212465500456 -12.382643543992984 -19.260487460602064 -2.35934027722865 4.456531634765227 -1.8350424378445054 1.2194823582598808 1.8347170905557741 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 0.0
