i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z theta_d_x theta_d_y phi_x phi_y dphi_x dphi_y psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y p_x i_x d_x p_y i_y d_y
3903 45.846601486206055 -0.10874852090036456 0.007888285122017124 0.0 -0.09251136876390251 0.08507422222828749 0.007437146535615014 -0.2966308467854225 0.8020016661165434 116.10351360650077 0.0 0.0 15.367430296769435 -5.306543712382422 -0.2584494279730891 -0.44764754043650345 11.462605695441686 20.99677840039857 -26.448283152409072 0.7979309996316629 -0.7979309996316629 0.0 0.2966308467854225 -0.8020016661165434 0.0 8.5 20 0.02 8.5 20 0.02 0.044006071984767914 -0.03822668996006459 0.002108903097313801 -0.11897934228181839 0.009245789663809845 0.000985031717643984
3904 45.85875391960144 -0.0911632193011828 0.014225369912781168 0.0 -0.08114036055259 0.06772855317897046 0.013411807373619532 -0.32958981790361325 0.6701657816437805 116.09253066231538 0.0 0.0 15.363341885268326 -5.313625048824588 -0.28965012405995727 -0.5016887312904745 11.475228165924861 20.984155929915396 -26.448283152409072 0.8942593328496831 -0.8942593328496831 0.0 0.32958981790361325 -0.6701657816437805 0.0 8.5 20 0.02 8.5 20 0.02 0.04889563377946615 -0.03682999646312676 0.002159732596441778 -0.09942109510302544 0.006405846988863928 0.0018520288129787077
3905 45.87031531333923 -0.07313786090540832 0.020297275071837952 0.0 -0.06928504059423701 0.050148586137029966 0.019136454457207044 -0.3625488957435098 0.5383298971710175 116.07056477394462 0.0 0.0 15.360162009656358 -5.3191327549462715 -0.19285414755566388 -0.4453775760223934 11.485045642967329 20.974338452872928 -26.448283152409072 0.893120390799779 -0.5954135938665193 0.0 0.3625488957435098 -0.5383298971710175 0.0 8.5 20 0.02 8.5 20 0.02 0.05378521140664816 -0.035362426944976905 0.0018744906101666981 -0.07986284792423248 0.004226729752341285 0.0024982572664828825
3906 45.8830406665802 -0.06838575244608491 0.024972520472219338 0.0 -0.06760889210254899 0.04406457401024741 0.023544318092301567 -0.38452150758173503 0.49438446005115544 116.0595681693809 0.0 0.0 15.358344937878089 -5.323853645907715 -0.28279805638142747 -0.48982060193436033 11.493460623289444 20.967325969271165 -26.449685649129425 0.8731044119231706 -0.8731044119231706 0.0 0.38452150758173503 -0.49438446005115544 0.0 8.5 20 0.02 8.5 20 0.02 0.05704491399228573 -0.03365275562712586 0.001580362107059466 -0.07334341108798981 0.0020285824064192326 0.0029290762354856653
3907 45.895363569259644 -0.06357799137228264 0.03313225904490108 0.0 -0.06752990927550714 0.03629251587993531 0.031237393395571834 -0.4284667312581855 0.4504394498181165 116.07056477394462 0.0 0.0 15.355165062266115 -5.32988589546956 -0.08470407319921057 -0.34232743624115397 11.504680597052266 20.957508492228698 -26.449685649129425 0.5230269328184174 -0.5230269328184174 -0.2615134664092087 0.4284667312581855 -0.4504394498181165 0.0 8.5 20 0.02 8.5 20 0.02 0.06356431916356087 -0.0318163365569811 0.0013842764383213111 -0.0668240375816822 9.79877178597377e-05 0.0031480584915398293
3908 45.907174825668335 -0.0627179318218796 0.03810378938359367 0.0 -0.06917127547011828 0.03324667832072754 0.035924597149390745 -0.4504394498181165 0.4284667312581855 116.07056477394462 0.0 0.0 15.353802258432415 -5.333295427830601 -0.08459365820621347 -0.2442008566854627 11.510290583933674 20.951898505347287 -26.451088145849777 0.5223451472449111 -0.26117257362245555 0.0 0.4504394498181165 -0.4284667312581855 0.0 8.5 20 0.02 8.5 20 0.02 0.0668240375816822 -0.02995899200476035 0.00123874380667181 -0.06356431916356087 -0.0016687544034876822 0.002515141745168948
3909 45.919076442718506 -0.06493944880277452 0.043134630014758896 0.0 -0.07335669750640236 0.032688978323190634 0.04066771918321173 -0.47241216837804756 0.4284667312581855 116.07056477394462 0.0 0.0 15.352893722543278 -5.335393601591243 0.0 -0.3275666778686765 11.514498074094732 20.94909351190658 -26.451088145849777 0.5838870609294697 -0.29194353046473487 -0.29194353046473487 0.47241216837804756 -0.4284667312581855 0.0 8.5 20 0.02 8.5 20 0.02 0.07008375599980354 -0.027991387057520883 0.0010422610724762375 -0.06356431916356087 -0.003453325836195731 0.0020781961969820752
3910 45.93108868598938 -0.07390842648041356 0.05167991538567968 0.0 -0.08470812326991325 0.03598383177609848 0.048724291493814784 -0.516357392054498 0.47241174149122445 116.07056477394462 0.0 0.0 15.352439454598711 -5.338803133952284 0.0 -0.21810538052406397 11.521510557696494 20.946288518465874 -26.452490642570126 0.2915793597406624 -0.2915793597406624 -0.2915793597406624 0.516357392054498 -0.47241174149122445 0.0 8.5 20 0.02 8.5 20 0.02 0.07660316117107868 -0.025834518368411524 0.0009112725830125227 -0.07008369266986847 -0.005426629809894834 0.0016018959993497478
3911 45.94277548789978 -0.0780450605095628 0.057051544275871356 0.0 -0.09061788095411095 0.03682916917460003 0.053788711779510924 -0.538330110614429 0.48339810077118994 116.08154771813 0.0 0.0 15.352439454598711 -5.340376764272767 0.0 0.0 11.524315551137201 20.94488602174552 -26.453893139290482 0.0 0.0 0.0 0.538330110614429 -0.48339810077118994 0.0 8.5 20 0.02 8.5 20 0.02 0.07986287958920002 -0.02363752432220298 0.0008261890088743163 -0.07171355187892914 -0.0073994392968668166 0.0010679306662331653
3912 45.95446825027466 -0.08718468867533849 0.06756832429266468 0.0 -0.10303801374649871 0.03933398667882548 0.06370402706767322 -0.593261693570845 0.5273435378910519 116.09253066231538 0.0 0.0 15.352439454598711 -5.340376764272767 0.0 -0.11052327015599955 11.524315551137201 20.94488602174552 -26.453893139290482 0.2955113190797695 0.0 0.0 0.593261693570845 -0.5273435378910519 0.0 8.5 20 0.02 8.5 20 0.02 0.08801214396953583 -0.02121328630298666 0.000769466626115512 -0.07823298871517181 -0.009554316760889137 0.0006026168007224597
3913 45.966346740722656 -0.10339852574516945 0.08192230351181742 0.0 -0.12304308697298402 0.045805998514812554 0.07723708845817148 -0.670165995087192 0.615234412130776 116.11451021106448 0.0 0.0 15.352893722543278 -5.341688122873168 0.0 -0.09804550283371476 11.527120544577906 20.94488602174552 -26.455295636010835 0.2621489196920722 0.0 0.0 0.670165995087192 -0.615234412130776 0.0 8.5 20 0.02 8.5 20 0.02 0.09942112676799297 -0.018439099974861678 0.0009402767186861345 -0.09127186238765717 -0.012101110998790077 -2.5552358722201465e-05
3914 45.97798466682434 -0.11302452336888102 0.09325034867282192 0.0 -0.13624277282138544 0.048325500961968984 0.08791727185941646 -0.7250977914870196 0.659179422363815 116.12549315524987 0.0 0.0 15.353347990487846 -5.342999481473568 0.0 -0.0949571759884819 11.529925538018611 20.94488602174552 -26.456698132731184 0.2538915134599179 0.0 0.0 0.7250977914870196 -0.659179422363815 0.0 8.5 20 0.02 8.5 20 0.02 0.10757042281329632 -0.01549291773365144 0.0011728435931770429 -0.09779123589396477 -0.014779456913975864 -0.00045383056094039495
3915 45.98966455459595 -0.12269823473824648 0.10473729601602906 0.0 -0.1495563239870304 0.05080905431226117 0.09874726967476921 -0.7800293744434356 0.703124859483677 116.14745904362063 0.0 0.0 15.353802258432413 -5.3448353835141305 0.16994685543111343 -0.19623772546216753 11.534133028179669 20.94488602174552 -26.45810062945154 0.26234506553546316 0.0 -0.5246901310709263 0.7800293744434356 -0.703124859483677 0.0 8.5 20 0.02 8.5 20 0.02 0.11571968719363213 -0.012311270831765059 0.0013288796541619915 -0.10431067273020744 -0.01764741946014503 -0.000740142547894006
3916 46.00199770927429 -0.1309461805883282 0.11993995288731478 0.0 -0.16345734475045806 0.05037687272137099 0.11308047202908707 -0.8569336759597825 0.7360839373235736 116.1804215365551 0.0 0.0 15.35607359815525 -5.347720372435012 0.2822708851909898 -0.3802614002819612 11.538340518340727 20.94488602174552 -26.465113113053302 0.5809845568983373 0.0 -0.871476835347506 0.8569336759597825 -0.7360839373235736 0.0 8.5 20 0.02 8.5 20 0.02 0.12712866999208927 -0.00862374042043132 0.0014350233156568317 -0.10920025035738945 -0.020814913025075654 -0.0009310172058630802
3917 46.01375126838684 -0.13744384572833954 0.1302268906863361 0.0 -0.17361197510484538 0.05083288510864871 0.12277908999619666 -0.900878899636233 0.7580566558835046 116.21338402948959 0.0 0.0 15.358344937878085 -5.350605361355894 0.29001996886616277 -0.3907005832222406 11.542548008501786 20.94488602174552 -26.472125596655065 0.5969341223037183 0.0 -0.8954011834555775 0.900878899636233 -0.7580566558835046 0.0 8.5 20 0.02 8.5 20 0.02 0.1336480751633644 -0.004926970233681688 0.001505785756653392 -0.11245996877551079 -0.023925609974986273 -0.001058266977842463
3918 46.02542591094971 -0.14216746182452383 0.13729417659508364 0.0 -0.18080034202410136 0.051358150973692035 0.12944219105040933 -0.9228516181961641 0.7690430151634701 116.22436697367498 0.0 0.0 15.361524813490057 -5.355063980597258 0.2905765103842428 -0.391450328477891 11.549560492103549 20.94488602174552 -26.481943073697533 0.5980796248838322 0.0 -0.8971194373257482 0.9228516181961641 -0.7690430151634701 0.0 8.5 20 0.02 8.5 20 0.02 0.13690779358148575 -0.001164458082881653 0.0015508410964795577 -0.11408982798457146 -0.027061036767319635 -0.0010165970726327361
3919 46.03732347488403 -0.1520376544915837 0.16126550953547786 0.0 -0.2001595153073425 0.04811693482195553 0.15204258048538696 -1.054687502668927 0.8129880253965089 116.2792953549802 0.0 0.0 15.365613224991163 -5.361096230159101 0.27201673327387205 -0.47114680253925795 11.559377969146015 20.94488602174552 -26.494565544180706 0.8398183954207104 0.0 -0.8398183954207104 1.054687502668927 -0.8129880253965089 0.0 8.5 20 0.02 8.5 20 0.02 0.1564660407602787 0.0032185907855021567 0.0015808779896970015 -0.12060920149087906 -0.03043963586487841 -0.0009888171358262518
3920 46.04905652999878 -0.15190095825556926 0.16381224904842598 0.0 -0.2012484478176919 0.04680477829294315 0.15444366952474875 -1.0437011433889616 0.791015306836578 116.29029195954394 0.0 0.0 15.36833883265857 -5.3652925776803855 0.25539801980923893 -0.4423623464620845 11.566390452747779 20.94488602174552 -26.502980524502824 0.7885101501232682 0.0 -0.7885101501232682 1.0437011433889616 -0.791015306836578 0.0 8.5 20 0.02 8.5 20 0.02 0.15483618155121803 0.007487189044682735 0.0014888784525252004 -0.11734948307275772 -0.03367478280625669 -0.0008766923765548504
3921 46.06046915054321 -0.14985103277352804 0.15932781056733905 0.0 -0.197460706097255 0.04724500571889351 0.15021570037836146 -0.9887695604325456 0.7580566558835046 116.29029195954394 0.0 0.0 15.371064440325972 -5.369488925201668 0.2422331734273194 -0.6060313475013207 11.573402936349542 20.94488602174552 -26.511395504824936 0.9971537293655075 -0.24928843234137688 -0.9971537293655075 0.9887695604325456 -0.7580566558835046 0.0 8.5 20 0.02 8.5 20 0.02 0.14668691717088223 0.011429415084852762 0.0012114783116040613 -0.11245996877551079 -0.03669715607535373 -0.0006939079226635309
3922 46.07196927070618 -0.14741998887918326 0.1510629833021221 0.0 -0.19157969013305698 0.04915614362745603 0.14242354650560096 -0.9118652589161985 0.725097578043608 116.26831241079483 0.0 0.0 15.375607119771646 -5.378930707124554 0.2901434604432827 -0.5025432149716166 11.58883040027342 20.942081028304816 -26.528225465469166 0.8957824485964997 0.0 -0.8957824485964997 0.9118652589161985 -0.725097578043608 0.0 8.5 20 0.02 8.5 20 0.02 0.13527793437242508 0.015086500086970572 0.0006985488427264432 -0.10757039114832878 -0.039605199179097994 -0.00024439855175649157
3923 46.083383560180664 -0.1448715514566033 0.15089025140480183 0.0 -0.18941747309353058 0.0471567797824928 0.1422606933110378 -0.8898925403562675 0.6921385002037115 116.24634652242408 0.0 0.0 15.378786995383617 -5.384438413246238 0.380618302947102 -0.5493751991625199 11.598647877315889 20.942081028304816 -26.538042942511634 0.8813343445868788 0.0 -1.1751124594491715 0.8898925403562675 -0.6921385002037115 0.0 8.5 20 0.02 8.5 20 0.02 0.13201821595430374 0.018630429955469735 0.00024160549502836193 -0.10268081352114677 -0.04236158851013805 0.00017085057468153376
3924 46.09476113319397 -0.14232764765688918 0.15412866365214017 0.0 -0.1888669865124353 0.04355308885423684 0.14531389765819847 -0.8898925403562675 0.659179422363815 116.2024010853042 0.0 0.0 15.38196687099559 -5.390470662808083 0.2833272003538667 -0.5997897964411759 11.608465354358357 20.940678531584464 -26.549262916274458 1.1663174389626496 0.0 -0.8747380792219872 0.8898925403562675 -0.659179422363815 0.0 8.5 20 0.02 8.5 20 0.02 0.13201821595430374 0.022173471101273462 -6.302340343702559e-05 -0.09779123589396477 -0.04498606248872328 0.0004496507257988497
3925 46.10644268989563 -0.13812810566555261 0.15587587703390823 0.0 -0.18626171912199865 0.03930053288989607 0.14696118623210258 -0.8789063945197136 0.615234412130776 116.1804215365551 0.0 0.0 15.38514674660756 -5.396502912369927 0.2899582624898082 -0.6138274299749056 11.619685328121177 20.940678531584464 -26.559080393316925 1.1936142300873074 0.0 -0.8952106725654805 0.8789063945197136 -0.615234412130776 0.0 8.5 20 0.02 8.5 20 0.02 0.1303883884102106 0.0257535979594449 -0.000266109335747284 -0.09127186238765717 -0.04749215102861193 0.0006359077507164668
3926 46.11801624298096 -0.1070022820532833 0.1542636207442937 0.0 -0.1600875656604232 0.014646429235516761 0.14544113642490644 -0.845947316679817 0.395507653418289 116.08154771813 0.0 0.0 15.389689426053232 -5.4054201508526525 0.2564553695337032 -0.5429034476631646 11.636515288765407 20.940678531584464 -26.57310536052045 1.0556994507734936 0.0 -0.7917745880801201 0.845947316679817 -0.395507653418289 0.0 8.5 20 0.02 8.5 20 0.02 0.1254988107830286 0.02916630991855254 -0.00040149995728745627 -0.05867474153637886 -0.049087703933770044 0.0007601634168656043
3927 46.12934613227844 -0.09332272958917857 0.15250114900828615 0.0 -0.14808742070073985 0.004307958564074185 0.14377946213666568 -0.8129882388399206 0.2966308467854225 116.02661933682477 0.0 0.0 15.391960765776073 -5.411452400414496 0.2606241793272325 -0.551728613670311 11.647735262528228 20.939276034864115 -26.581520340842566 1.0728603712775568 0.0 -0.8046452784581676 0.8129882388399206 -0.2966308467854225 0.0 8.5 20 0.02 8.5 20 0.02 0.1206092331558466 0.03238367622408714 -0.0004917603716475711 -0.044006071984767914 -0.05026160786747447 0.0009449502630638063
3928 46.14072275161743 -0.07874456529904797 0.15411061507080817 0.0 -0.13694310897957818 -0.008353772312952742 0.14529688129253093 -0.8020020930033666 0.19775361326573293 115.98267389970489 0.0 0.0 15.394686373443475 -5.417222378256261 0.24719822849666223 -0.618453176318235 11.65895523629105 20.939276034864115 -26.58993532116468 1.2719904955129568 0.0 -0.7631942973077741 0.8020020930033666 -0.19775361326573293 0.0 8.5 20 0.02 8.5 20 0.02 0.11897940561175346 0.03557131492940027 -0.0004401054703455575 -0.029337339103221893 -0.05104759967131223 0.0016403734754861492
3929 46.15223050117493 -0.07070511964829687 0.15212346469100038 0.0 -0.12944217742065262 -0.013981200526812284 0.1434233779474649 -0.7690430151634701 0.1428222437527285 115.94971140677042 0.0 0.0 15.39741198111088 -5.4235168995381855 0.2538755278878724 -0.5374420493446455 11.671577706774222 20.939276034864115 -26.5983503014868 1.045079523362583 0.0 -0.7838096425219372 0.7690430151634701 -0.1428222437527285 0.0 8.5 20 0.02 8.5 20 0.02 0.11408982798457146 0.03865886772470031 -0.0006252310182713833 -0.021188106387853622 -0.05162100221087762 0.0021039889504343777
3930 46.16387987136841 -0.06930183069521217 0.14842510133973763 0.0 -0.12655297158509216 -0.013383555955746456 0.13993652754083863 -0.7250977914870196 0.13183588447276298 115.92773185802132 0.0 0.0 15.401046124667419 -5.43086050770043 0.18979233113322178 -0.43830661387956876 11.685602673977748 20.939276034864115 -26.609570275249617 0.8789409151990305 0.0 -0.585960610132687 0.7250977914870196 -0.13183588447276298 0.0 8.5 20 0.02 8.5 20 0.02 0.10757042281329632 0.0416049292751465 -0.0007502507487051787 -0.019558247178792953 -0.052156649450152415 0.002413065933733197
3931 46.175299644470215 -0.07007598276301863 0.14955840548428723 0.0 -0.12771930879874616 -0.013285708136436251 0.14100501693518241 -0.7141114322070541 0.13183588447276298 115.92773185802132 0.0 0.0 15.403771732334823 -5.435056855221715 0.18923888546859666 -0.4370284858657562 11.694017654299865 20.940678531584464 -26.616582758851383 0.8763778714971379 0.0 -0.5842519143314252 0.7141114322070541 -0.13183588447276298 0.0 8.5 20 0.02 8.5 20 0.02 0.10594056360423565 0.044451439115712615 -0.0008335972356610425 -0.019558247178792953 -0.05268215867121562 0.0021644230869899486
3932 46.18664026260376 -0.07120980568628468 0.15422582263730758 0.0 -0.13084531288532178 -0.014560187142563444 0.14540550002788521 -0.7250977914870196 0.13183588447276298 115.93872846258503 0.0 0.0 15.40604307205766 -5.438990931022918 0.33963958472326455 -0.29413650850114426 11.70243263462198 20.942081028304816 -26.622192745732793 0.5242978393841444 0.2621489196920722 -0.7864467590762166 0.7250977914870196 -0.13183588447276298 0.0 8.5 20 0.02 8.5 20 0.02 0.10757042281329632 0.047323396537032464 -0.000667996713021205 -0.019558247178792953 -0.05320433244039968 0.0015527739329079518
3933 46.198023557662964 -0.07046949962700283 0.16057455296593834 0.0 -0.13323367569727773 -0.01815746468700682 0.15139114038428458 -0.7470702966035391 0.12084952519279749 115.97167729514118 0.0 0.0 15.408768679725066 -5.442138191663879 0.2895885749473223 -0.2786567361667944 11.70804262150339 20.943483525025172 -26.629205229334556 0.5960462049947243 0.29802310249736214 -0.5960462049947243 0.7470702966035391 -0.12084952519279749 0.0 8.5 20 0.02 8.5 20 0.02 0.11083010956645012 0.050301718475581764 -0.000557275076093531 -0.017928387969732285 -0.05368611948745716 0.0011450078301866204
3934 46.20986247062683 -0.07469894555535687 0.17064934600625942 0.0 -0.14143630682223887 -0.019453439532528437 0.16088974635476733 -0.7910157337234011 0.1428222437527285 116.02661933682477 0.0 0.0 15.411948555337036 -5.446072267465082 0.17103461768349634 -0.29624064768093405 11.716457601825505 20.946288518465874 -26.63621771293632 0.5280484639881725 0.0 -0.5280484639881725 0.7910157337234011 -0.1428222437527285 0.0 8.5 20 0.02 8.5 20 0.02 0.1173495464026928 0.05355865733065582 -0.0002588577270891932 -0.021188106387853622 -0.05427417772096099 0.0007633385534577471
3935 46.22121500968933 -0.07719277397476859 0.17911433253730735 0.0 -0.14746294211928018 -0.021407670073829557 0.16887061219310973 -0.823974598119886 0.153808603032694 116.08154771813 0.0 0.0 15.413765627115305 -5.448694984665884 0.23779512017136603 -0.22881846107152937 11.722067588706915 20.94769101518623 -26.640425203097376 0.244721116795077 0.0 -0.734163350385231 0.823974598119886 -0.153808603032694 0.0 8.5 20 0.02 8.5 20 0.02 0.12223909236490726 0.056823959013262565 5.128115913751227e-05 -0.02281796559691429 -0.054883700746826136 0.0005088923689718314
3936 46.23255920410156 -0.0814327042741975 0.18940107552090313 0.0 -0.1557740478588182 -0.02279499862765646 0.17856904648647468 -0.8679200352397481 0.1757808947058019 116.12549315524987 0.0 0.0 15.415582698893575 -5.451317701866685 0.16956623537415685 -0.29369733491622274 11.726275078867973 20.94769101518623 -26.646035189978786 0.5235150131961874 0.0 -0.5235150131961874 0.8679200352397481 -0.1757808947058019 0.0 8.5 20 0.02 8.5 20 0.02 0.12875852920114994 0.06027056154254265 0.000371984777210533 -0.026077620685100555 -0.055581745326618304 0.00022666173752135724
3937 46.24398136138916 -0.08399315144589246 0.20320187570096712 0.0 -0.16437040381556905 -0.027210161861737307 0.19158056567730636 -0.9338379774761296 0.1867672539857674 116.1804215365551 0.0 0.0 15.418308306560979 -5.455514049387968 0.09640660962804887 -0.055660382020413186 11.733287562469735 20.94769101518623 -26.6544501703009 0.0 0.0 -0.29764361637363884 0.9338379774761296 -0.1867672539857674 0.0 8.5 20 0.02 8.5 20 0.02 0.13853765279054642 0.06398273937202728 0.0006814835383934175 -0.027707479894161224 -0.05632417953495228 3.850798322104108e-05
3938 46.25536489486694 -0.08318746022293169 0.21382984554843593 0.0 -0.16872263271966564 -0.03287807902349582 0.20160071174316146 -0.9777832011525801 0.1757808947058019 116.2024010853042 0.0 0.0 15.419671110394683 -5.4573499514285295 0.19338780100781874 -0.2233049979397079 11.73609255591044 20.94769101518623 -26.65865766046196 0.2985305918162167 0.0 -0.5970611836324334 0.9777832011525801 -0.1757808947058019 0.0 8.5 20 0.02 8.5 20 0.02 0.14505705796182156 0.06786944480392645 0.0009033427826879216 -0.026077620685100555 -0.05702291168485196 -8.692785297916971e-05
3939 46.26670980453491 -0.08229440113175317 0.22120219871555022 0.0 -0.17146881363699776 -0.037082619329855265 0.208551432966853 -0.9997559197125111 0.16479453542583639 116.21338402948959 0.0 0.0 15.421942450117518 -5.4602349403494115 0.09636570737534289 -0.27818383546901465 11.740300046071498 20.94769101518623 -26.66567014406372 0.5950346713417847 0.0 -0.29751733567089234 0.9997559197125111 -0.16479453542583639 0.0 8.5 20 0.02 8.5 20 0.02 0.1483167763799429 0.0718341733900564 0.0010512489455509245 -0.024447761476039886 -0.05767643680289147 -0.00017020285282180175
3940 46.27818751335144 -0.08289713048467072 0.2386925598942117 0.0 -0.18020597542276867 -0.04483552820386229 0.22504150362663095 -1.0876465805088236 0.16479453542583639 116.22436697367498 0.0 0.0 15.423759521895786 -5.463382200990374 0.19310008270663817 -0.3344591541936497 11.74591003295291 20.94769101518623 -26.67128013094513 0.5961728885664553 0.0 -0.5961728885664553 1.0876465805088236 -0.16479453542583639 0.0 8.5 20 0.02 8.5 20 0.02 0.1613556183874607 0.0761866439868987 0.0011502975198522916 -0.024447761476039886 -0.058335900440082966 -0.00011346856854786783
3941 46.28972411155701 -0.08173802712986848 0.25161319932423837 0.0 -0.18535041933545626 -0.05187277996882559 0.23722319930428182 -1.1425781634652397 0.153808603032694 116.21338402948959 0.0 0.0 15.42693939750776 -5.468365363671897 0.2531680909719671 -0.34105555277007404 11.754325013275025 20.94769101518623 -26.6810976079876 0.5210836783773309 0.0 -0.7816255175659964 1.1425781634652397 -0.153808603032694 0.0 8.5 20 0.02 8.5 20 0.02 0.16950488276779652 0.08078736789468036 0.0013209486617615474 -0.02281796559691429 -0.058955228674966165 3.516714201198092e-05
3942 46.30108022689819 -0.07890083793281102 0.25782856165472523 0.0 -0.1859638139575595 -0.05711928514861387 0.24308309910617343 -1.1535645227452052 0.13183588447276298 116.2024010853042 0.0 0.0 15.429665005175165 -5.47256171119318 0.3296574343739959 -0.3806556169523759 11.761337496876788 20.94769101518623 -26.689512588309714 0.50888850520776 0.0 -1.01777701041552 1.1535645227452052 -0.13183588447276298 0.0 8.5 20 0.02 8.5 20 0.02 0.17113474197685719 0.08536416681293471 0.0013296528649333417 -0.019558247178792953 -0.05947829116652592 0.0001357004125078442
3943 46.31268811225891 -0.07267013740674505 0.26060882373735605 0.0 -0.1821870963959781 -0.06351725893966739 0.24570435533564552 -1.1425781634652397 0.08789044735290096 116.1804215365551 0.0 0.0 15.432844880787133 -5.477020330434543 0.41282074206412783 -0.5243527664271277 11.76834998047855 20.94769101518623 -26.699330065352182 0.7647201310537548 0.0 -1.274533551756258 1.1425781634652397 -0.08789044735290096 0.0 8.5 20 0.02 8.5 20 0.02 0.16950488276779652 0.08999246672743891 0.0011114742421206784 -0.013038810342550278 -0.059834313505282566 0.00020298644108778806
3944 46.32410168647766 -0.06616869857856529 0.2649078776429716 0.0 -0.17890528726789007 -0.07085225496021842 0.24975754222810853 -1.1425781634652397 0.043945010233038914 116.15845564818434 0.0 0.0 15.437387560232807 -5.482265764836149 0.3839154401583489 -0.44330736544295285 11.776764960800667 20.94909351190658 -26.71195253583536 0.5926459836689568 0.0 -1.1852919673379136 1.1425781634652397 -0.043945010233038914 0.0 8.5 20 0.02 8.5 20 0.02 0.16950488276779652 0.09454954447285627 0.0008534504023188404 -0.006519373506307602 -0.06000958451479299 0.0003602594425353012
3945 46.33576822280884 -0.05263075723903538 0.2642431982158357 0.0 -0.16753827156453516 -0.08159260488991607 0.24913087645445123 -1.109619085625343 -0.04394543711986204 116.11451021106448 0.0 0.0 15.443293043512185 -5.490396188158634 0.48336661477693793 -0.6139580593492353 11.78938743128384 20.94909351190658 -26.73018499319994 0.8954011834555775 0.0 -1.4923353057592958 1.109619085625343 0.04394543711986204 0.0 8.5 20 0.02 8.5 20 0.02 0.1646153051406145 0.09905892614034198 0.000568966934879227 0.006519436836242676 -0.05983099462652852 0.0006808005512504635
3946 46.34713578224182 -0.04052138494226528 0.25998125617186263 0.0 -0.15564191174016317 -0.0894707672205315 0.2451126789606947 -1.054687502668927 -0.12084995207962061 116.09253066231538 0.0 0.0 15.448744258846993 -5.496690709440558 0.48346950251954696 -0.6140887443341967 11.799204908326308 20.95049600862693 -26.74561245712382 0.8955917754486502 0.0 -1.4926529590810838 1.054687502668927 0.12084995207962061 0.0 8.5 20 0.02 8.5 20 0.02 0.1564660407602787 0.10324606101905456 0.00026915439252941904 0.01792845129966736 -0.059351217395677835 0.0009013811537451968
3947 46.35893273353577 -0.027839958545270854 0.24883521908946896 0.0 -0.14003327817618577 -0.0945708162454192 0.23460409442160496 -0.9558106960360606 -0.19775404015255604 116.0595681693809 0.0 0.0 15.45374120623723 -5.503247502442563 0.5794233986828652 -0.6690605104086402 11.809022385368776 20.95049600862693 -26.761039921047697 1.1925992520004984 0.2981498130001246 -1.4907490650006232 0.9558106960360606 0.19775404015255604 0.0 8.5 20 0.02 8.5 20 0.02 0.14179737120866776 0.10718781302396022 -0.00014996514315900332 0.029337402433156967 -0.058535682073168616 0.0013583210947407925
3948 46.370641469955444 -0.006602521114126053 0.22710376868743926 0.0 -0.11244867916312665 -0.10166680733275255 0.2141154864958792 -0.7910157337234011 -0.3295901380687306 116.00463978807566 0.0 0.0 15.462372297184013 -5.513476099525689 0.7606346978802413 -0.6343316020544056 11.825852346013006 20.95330100206764 -26.78488236529369 1.0437184895647154 0.5218592447823577 -1.826507356738252 0.7910157337234011 0.3295901380687306 0.0 8.5 20 0.02 8.5 20 0.02 0.1173495464026928 0.11041618108501919 -0.0006619588002727143 0.04889568127691746 -0.057190527698081084 0.0016923253070375733
3949 46.382280111312866 0.0016573775904526386 0.2216041479335513 0.0 -0.10311195402600982 -0.10581844029783144 0.20893039432384125 -0.7360839373235736 -0.3735353617451811 115.98267389970489 0.0 0.0 15.47009485224166 -5.520557435967855 0.8674753874615524 -0.7234314366735477 11.837072319775826 20.957508492228698 -26.80451731937863 1.1903218505008157 0.5951609252504079 -2.0830632383764276 0.7360839373235736 0.3735353617451811 0.0 8.5 20 0.02 8.5 20 0.02 0.10920025035738945 0.11340718548117704 -0.0010032879050151883 0.055415086448192596 -0.05567270363964205 0.0019149947819020938
3950 46.39366960525513 0.015004974191690668 0.20548354252718487 0.0 -0.08461436077104695 -0.10911738101989535 0.19373174179094232 -0.615234412130776 -0.45043966326152807 115.94971140677042 0.0 0.0 15.478725943188438 -5.527638772410021 0.8689503721798717 -0.6131751160216911 11.849694790259 20.964520975830457 -26.824152273463564 0.8942593328496831 0.5961728885664553 -2.0866051099825937 0.615234412130776 0.45043966326152807 0.0 8.5 20 0.02 8.5 20 0.02 0.09127186238765717 0.11585434036268563 -0.0016426602231579335 0.06682406924664974 -0.05388103594511584 0.0020619408901567655
3951 46.4052517414093 0.02694551987565593 0.18217361999499543 0.0 -0.06387654318471517 -0.10787839288430147 0.17175493606901662 -0.4504394498181165 -0.5163576054979095 115.89478302546517 0.0 0.0 15.487811302079784 -5.534457837132105 0.9350575206289351 -0.6380112951052452 11.860914764021821 20.971533459432223 -26.845189724268852 1.049772994275888 0.7873297457069159 -2.099545988551776 0.4504394498181165 0.5163576054979095 0.0 8.5 20 0.02 8.5 20 0.02 0.0668240375816822 0.1176786961124611 -0.0023291136991478744 0.07660319283604622 -0.051789700546072126 0.0021320275856818384
